Carrier,Manufacture,Model,Release_Date,Bulletin_Level,difference,Android_Level_Guessed,build
Verizon,Samsung,Galaxy J3 V (3rd Gen.),2018-10-26 00:00:00,2018-09-01 00:00:00,55.0,False,nan
Verizon,Samsung,Galaxy J3 V (3rd Gen.),2018-12-18 00:00:00,2018-12-01 00:00:00,17.0,False,nan
Verizon,Samsung,Galaxy J3 V (3rd Gen.),2019-03-27 00:00:00,2019-03-01 00:00:00,26.0,False,nan
Verizon,Samsung,Galaxy J3 V (3rd Gen.),2019-06-06 00:00:00,2019-05-01 00:00:00,36.0,False,nan
Verizon,Samsung,Galaxy J3 V (3rd Gen.),2019-07-19 00:00:00,2019-06-01 00:00:00,48.0,False,nan
Verizon,Samsung,Galaxy J3 V (3rd Gen.),2019-09-30 00:00:00,2019-09-01 00:00:00,29.0,False,nan
Verizon,Samsung,Galaxy J7 (2nd Gen.),2018-10-26 00:00:00,2018-09-01 00:00:00,55.0,False,nan
Verizon,Samsung,Galaxy J7 (2nd Gen.),2018-12-18 00:00:00,2018-12-01 00:00:00,17.0,False,nan
Verizon,Samsung,Galaxy J7 (2nd Gen.),2019-03-27 00:00:00,2019-03-01 00:00:00,26.0,False,nan
Verizon,Samsung,Galaxy J7 (2nd Gen.),2019-06-04 00:00:00,2019-05-01 00:00:00,34.0,False,nan
Verizon,Samsung,Galaxy J7 (2nd Gen.),2019-07-05 00:00:00,2019-06-01 00:00:00,34.0,False,nan
Verizon,Samsung,Galaxy J7 (2nd Gen.),2019-09-30 00:00:00,2019-09-01 00:00:00,29.0,False,nan
Verizon,Samsung,Galaxy J7 V,2018-11-19 00:00:00,2018-11-01 00:00:00,18.0,False,nan
Verizon,Samsung,Galaxy J7 V,2019-02-25 00:00:00,2019-01-01 00:00:00,55.0,False,nan
Verizon,Samsung,Galaxy J7 V,2019-04-23 00:00:00,2019-04-01 00:00:00,22.0,False,nan
Verizon,Samsung,Galaxy J7 V,2019-09-03 00:00:00,2019-07-01 00:00:00,64.0,False,nan
Verizon,Samsung,Galaxy J7 V (2nd Gen.),2018-10-26 00:00:00,2018-09-01 00:00:00,55.0,False,nan
Verizon,Samsung,Galaxy J7 V (2nd Gen.),2018-12-18 00:00:00,2018-12-01 00:00:00,17.0,False,nan
Verizon,Samsung,Galaxy J7 V (2nd Gen.),2019-03-27 00:00:00,2019-03-01 00:00:00,26.0,False,nan
Verizon,Samsung,Galaxy J7 V (2nd Gen.),2019-06-04 00:00:00,2019-05-01 00:00:00,34.0,False,nan
Verizon,Samsung,Galaxy J7 V (2nd Gen.),2019-07-05 00:00:00,2019-06-01 00:00:00,34.0,False,nan
Verizon,Samsung,Galaxy J7 V (2nd Gen.),2019-09-30 00:00:00,2019-09-01 00:00:00,29.0,False,nan
Verizon,Samsung,Galaxy Note,2017-01-13 00:00:00,2017-01-01 00:00:00,12.0,True,nan
Verizon,Samsung,Galaxy Note,2017-01-13 00:00:00,2017-01-05 00:00:00,8.0,True,nan
Verizon,Samsung,Galaxy Note,2018-01-17 00:00:00,2017-08-01 00:00:00,169.0,False,nan
Verizon,Samsung,Galaxy Note,2018-01-17 00:00:00,2018-01-01 00:00:00,16.0,nan, MMB29M.N910VVRU2CQL1 MMB29M.N910VVRU2CQL1
Verizon,Samsung,Galaxy Note Edge,2018-01-17 00:00:00,2017-08-01 00:00:00,169.0,False,nan
Verizon,Samsung,Galaxy Note Edge,2018-01-17 00:00:00,2018-01-01 00:00:00,16.0,nan, MMB29M.N915VVRU2CQL2 MMB29M.N915VVRU2CQL2
Verizon,Samsung,Galaxy Note Pro,2017-01-17 00:00:00,2017-01-01 00:00:00,16.0,True,nan
Verizon,Samsung,Galaxy Note Pro,2017-01-17 00:00:00,2017-01-05 00:00:00,12.0,True,nan
Verizon,Samsung,Galaxy Note10,2019-08-19 00:00:00,2019-08-01 00:00:00,18.0,False,nan
Verizon,Samsung,Galaxy Note10,2019-09-20 00:00:00,2019-09-01 00:00:00,19.0,False,nan
Verizon,Samsung,Galaxy Note10,2019-10-25 00:00:00,2019-10-01 00:00:00,24.0,False,nan
Verizon,Samsung,Galaxy Note10+,2019-08-19 00:00:00,2019-08-01 00:00:00,18.0,False,nan
Verizon,Samsung,Galaxy Note10+,2019-09-20 00:00:00,2019-09-01 00:00:00,19.0,False,nan
Verizon,Samsung,Galaxy Note10+,2019-10-25 00:00:00,2019-10-01 00:00:00,24.0,False,nan
Verizon,Samsung,Galaxy Note10+ 5G,2019-08-19 00:00:00,2019-08-01 00:00:00,18.0,False,nan
Verizon,Samsung,Galaxy Note10+ 5G,2019-09-20 00:00:00,2019-09-01 00:00:00,19.0,False,nan
Verizon,Samsung,Galaxy Note10+ 5G,2019-10-25 00:00:00,2019-10-01 00:00:00,24.0,False,nan
Verizon,Samsung,Galaxy Note5,2018-07-05 00:00:00,2018-06-01 00:00:00,34.0,False,nan
Verizon,Samsung,Galaxy Note5,2018-07-05 00:00:00,2018-07-01 00:00:00,4.0,nan, NRD90M.N920VVRS3CRF1 NRD90M.N920VVRS3CRF1
Verizon,Samsung,Galaxy Note5,2018-08-23 00:00:00,2018-08-01 00:00:00,22.0,False,nan
Verizon,Samsung,Galaxy Note8,2019-03-04 00:00:00,2019-02-01 00:00:00,31.0,False,nan
Verizon,Samsung,Galaxy Note8,2019-04-04 00:00:00,2019-03-01 00:00:00,34.0,False,nan
Verizon,Samsung,Galaxy Note8,2019-05-23 00:00:00,2019-05-01 00:00:00,22.0,False,nan
Verizon,Samsung,Galaxy Note8,2019-07-19 00:00:00,2019-07-01 00:00:00,18.0,nan, PPR1.180610.011.N950USQS6DSG4 PPR1.180610.011.N950USQS6DSG4
Verizon,Samsung,Galaxy Note8,2019-08-28 00:00:00,2019-08-01 00:00:00,27.0,nan, PPR1.180610.011.N950USQU6DSH3 PPR1.180610.011.N950USQU6DSH3
Verizon,Samsung,Galaxy Note8,2019-09-26 00:00:00,2019-09-01 00:00:00,25.0,False,nan
Verizon,Samsung,Galaxy Note8,2019-10-17 00:00:00,2019-11-01 00:00:00,-15.0,False,nan
Verizon,Samsung,Galaxy Note9,2019-03-12 00:00:00,2019-02-01 00:00:00,39.0,False,nan
Verizon,Samsung,Galaxy Note9,2019-03-28 00:00:00,2019-03-01 00:00:00,27.0,False,nan
Verizon,Samsung,Galaxy Note9,2019-04-15 00:00:00,2019-04-01 00:00:00,14.0,False,nan
Verizon,Samsung,Galaxy Note9,2019-08-02 00:00:00,2019-07-01 00:00:00,32.0,nan, PPR1.180610.011.N960USQU2CSGA PPR1.180610.011.N960USQU2CSGA
Verizon,Samsung,Galaxy Note9,2019-08-22 00:00:00,2019-08-01 00:00:00,21.0,nan, PPR1.180610.011.N960USQS2CSGB PPR1.180610.011.N960USQS2CSGB
Verizon,Samsung,Galaxy Note9,2019-09-26 00:00:00,2019-09-01 00:00:00,25.0,nan, PPR1.180610.011.N960USQU2CSI1 PPR1.180610.011.N960USQU2CSI1
Verizon,Samsung,Galaxy Note9,2019-10-16 00:00:00,2019-10-01 00:00:00,15.0,False,nan
Verizon,Samsung,Galaxy Note9,2019-11-08 00:00:00,2019-11-01 00:00:00,7.0,False,nan
Verizon,Samsung,Galaxy Note9,2019-12-11 00:00:00,2019-12-01 00:00:00,10.0,False,nan
Verizon,Samsung,Galaxy S 4,2017-01-13 00:00:00,2017-01-01 00:00:00,12.0,True,nan
Verizon,Samsung,Galaxy S 4 mini,2017-01-20 00:00:00,2017-01-01 00:00:00,19.0,True,nan
Verizon,Samsung,Galaxy S 5,2018-01-17 00:00:00,2017-08-01 00:00:00,169.0,False,nan
Verizon,Samsung,Galaxy S 5,2018-01-17 00:00:00,2018-01-01 00:00:00,16.0,nan, MMB29M.G900VVRU2DQL1 MMB29M.G900VVRU2DQL1
Verizon,Samsung,Galaxy S10,2019-04-08 00:00:00,2019-03-01 00:00:00,38.0,False,nan
Verizon,Samsung,Galaxy S10,2019-05-07 00:00:00,2019-04-01 00:00:00,36.0,False,nan
Verizon,Samsung,Galaxy S10,2019-05-20 00:00:00,2019-05-01 00:00:00,19.0,False,nan
Verizon,Samsung,Galaxy S10,2019-07-31 00:00:00,2019-07-01 00:00:00,30.0,nan, PPR1.180610.011.G973USQS2ASGB PPR1.180610.011.G973USQS2ASGB
Verizon,Samsung,Galaxy S10,2019-08-29 00:00:00,2019-08-01 00:00:00,28.0,False,nan
Verizon,Samsung,Galaxy S10,2019-09-17 00:00:00,2019-09-01 00:00:00,16.0,False,nan
Verizon,Samsung,Galaxy S10,2019-10-25 00:00:00,2019-10-01 00:00:00,24.0,False,nan
Verizon,Samsung,Galaxy S10 5G,2019-05-15 00:00:00,2019-05-01 00:00:00,14.0,False,nan
Verizon,Samsung,Galaxy S10 5G,2019-07-29 00:00:00,2019-07-01 00:00:00,28.0,nan, PPR1.180610.011.G977UVRU2ASGC PPR1.180610.011.G977UVRU2ASGC
Verizon,Samsung,Galaxy S10 5G,2019-08-23 00:00:00,2019-08-01 00:00:00,22.0,False,nan
Verizon,Samsung,Galaxy S10 5G,2019-09-25 00:00:00,2019-09-01 00:00:00,24.0,False,nan
Verizon,Samsung,Galaxy S10 5G,2019-11-04 00:00:00,2019-10-01 00:00:00,34.0,False,nan
Verizon,Samsung,Galaxy S10+,2019-04-08 00:00:00,2019-03-01 00:00:00,38.0,False,nan
Verizon,Samsung,Galaxy S10+,2019-05-07 00:00:00,2019-04-01 00:00:00,36.0,False,nan
Verizon,Samsung,Galaxy S10+,2019-05-20 00:00:00,2019-05-01 00:00:00,19.0,False,nan
Verizon,Samsung,Galaxy S10+,2019-07-31 00:00:00,2019-07-01 00:00:00,30.0,nan, PPR1.180610.011.G975USQU2ASGB PPR1.180610.011.G975USQU2ASGB
Verizon,Samsung,Galaxy S10+,2019-08-29 00:00:00,2019-08-01 00:00:00,28.0,False,nan
Verizon,Samsung,Galaxy S10+,2019-09-17 00:00:00,2019-09-01 00:00:00,16.0,False,nan
Verizon,Samsung,Galaxy S10+,2019-10-25 00:00:00,2019-10-01 00:00:00,24.0,False,nan
Verizon,Samsung,Galaxy S10e,2019-04-08 00:00:00,2019-03-01 00:00:00,38.0,False,nan
Verizon,Samsung,Galaxy S10e,2019-05-07 00:00:00,2019-04-01 00:00:00,36.0,False,nan
Verizon,Samsung,Galaxy S10e,2019-05-20 00:00:00,2019-05-01 00:00:00,19.0,False,nan
Verizon,Samsung,Galaxy S10e,2019-07-31 00:00:00,2019-07-01 00:00:00,30.0,nan, PPR1.180610.011.G970USQU2ASGB PPR1.180610.011.G970USQU2ASGB
Verizon,Samsung,Galaxy S10e,2019-08-29 00:00:00,2019-08-01 00:00:00,28.0,False,nan
Verizon,Samsung,Galaxy S10e,2019-09-17 00:00:00,2019-09-01 00:00:00,16.0,False,nan
Verizon,Samsung,Galaxy S10e,2019-10-25 00:00:00,2019-10-01 00:00:00,24.0,False,nan
Verizon,Samsung,Galaxy S4,2017-01-13 00:00:00,2017-01-05 00:00:00,8.0,True,nan
Verizon,Samsung,Galaxy S4 mini,2017-01-20 00:00:00,2017-01-05 00:00:00,15.0,True,nan
Verizon,Samsung,Galaxy S5,2018-01-17 00:00:00,2017-08-01 00:00:00,169.0,False,nan
Verizon,Samsung,Galaxy S6,2018-02-27 00:00:00,2018-02-01 00:00:00,26.0,False,nan
Verizon,Samsung,Galaxy S6,2018-05-02 00:00:00,2018-03-01 00:00:00,62.0,False,nan
Verizon,Samsung,Galaxy S6,2018-05-02 00:00:00,2018-05-01 00:00:00,1.0,nan, NRD90M.G920VVRU4DRD2 NRD90M.G920VVRU4DRD2
Verizon,Samsung,Galaxy S6,2018-06-04 00:00:00,2018-06-01 00:00:00,3.0,nan, NRD90M.G920VVRU4DRE1 NRD90M.G920VVRU4DRE1
Verizon,Samsung,Galaxy S6 edge,2018-02-27 00:00:00,2018-02-01 00:00:00,26.0,False,nan
Verizon,Samsung,Galaxy S6 edge,2018-05-02 00:00:00,2018-03-01 00:00:00,62.0,False,nan
Verizon,Samsung,Galaxy S6 edge,2018-05-02 00:00:00,2018-05-01 00:00:00,1.0,nan, NRD90M.G925VVRU4DRD2 NRD90M.G925VVRU4DRD2
Verizon,Samsung,Galaxy S6 edge,2018-06-04 00:00:00,2018-06-01 00:00:00,3.0,nan, NRD90M.G925VVRU4DRE1 NRD90M.G925VVRU4DRE1
Verizon,Samsung,Galaxy S6 edge +,2018-07-05 00:00:00,2018-06-01 00:00:00,34.0,False,nan
Verizon,Samsung,Galaxy S6 edge +,2018-07-05 00:00:00,2018-07-01 00:00:00,4.0,nan, NRD90M.G928VVRS3CRF1 NRD90M.G928VVRS3CRF1
Verizon,Samsung,Galaxy S6 edge +,2018-08-23 00:00:00,2018-08-01 00:00:00,22.0,False,nan
Verizon,Samsung,Galaxy S7,2018-12-18 00:00:00,2018-12-01 00:00:00,17.0,False,nan
Verizon,Samsung,Galaxy S7,2019-02-22 00:00:00,2019-02-01 00:00:00,21.0,False,nan
Verizon,Samsung,Galaxy S7,2019-04-01 00:00:00,2019-03-01 00:00:00,31.0,False,nan
Verizon,Samsung,Galaxy S7,2019-07-16 00:00:00,2019-06-01 00:00:00,45.0,False,nan
Verizon,Samsung,Galaxy S7,2019-10-15 00:00:00,2019-09-01 00:00:00,44.0,False,nan
Verizon,Samsung,Galaxy S7 edge,2018-12-18 00:00:00,2018-12-01 00:00:00,17.0,False,nan
Verizon,Samsung,Galaxy S7 edge,2019-02-22 00:00:00,2019-02-01 00:00:00,21.0,False,nan
Verizon,Samsung,Galaxy S7 edge,2019-04-01 00:00:00,2019-03-01 00:00:00,31.0,False,nan
Verizon,Samsung,Galaxy S7 edge,2019-07-16 00:00:00,2019-06-01 00:00:00,45.0,False,nan
Verizon,Samsung,Galaxy S7 edge,2019-10-15 00:00:00,2019-09-01 00:00:00,44.0,False,nan
Verizon,Samsung,Galaxy S8,2019-01-17 00:00:00,2019-01-01 00:00:00,16.0,False,nan
Verizon,Samsung,Galaxy S8,2019-03-04 00:00:00,2019-02-01 00:00:00,31.0,False,nan
Verizon,Samsung,Galaxy S8,2019-04-04 00:00:00,2019-03-01 00:00:00,34.0,False,nan
Verizon,Samsung,Galaxy S8,2019-07-23 00:00:00,2019-07-01 00:00:00,22.0,nan, PPR1.180610.011.G950USQU5DSG7 PPR1.180610.011.G950USQU5DSG7
Verizon,Samsung,Galaxy S8,2019-08-22 00:00:00,2019-08-01 00:00:00,21.0,False,nan
Verizon,Samsung,Galaxy S8,2019-09-26 00:00:00,2019-09-01 00:00:00,25.0,False,nan
Verizon,Samsung,Galaxy S8,2019-10-23 00:00:00,2019-10-01 00:00:00,22.0,False,nan
Verizon,Samsung,Galaxy S8+,2019-01-17 00:00:00,2019-01-01 00:00:00,16.0,False,nan
Verizon,Samsung,Galaxy S8+,2019-03-04 00:00:00,2019-02-01 00:00:00,31.0,False,nan
Verizon,Samsung,Galaxy S8+,2019-04-04 00:00:00,2019-03-01 00:00:00,34.0,False,nan
Verizon,Samsung,Galaxy S9,2018-06-05 00:00:00,2018-05-01 00:00:00,35.0,False,nan
Verizon,Samsung,Galaxy S9,2018-06-15 00:00:00,2018-06-01 00:00:00,14.0,False,nan
Verizon,Samsung,Galaxy S9,2018-08-10 00:00:00,2018-07-01 00:00:00,40.0,False,nan
Verizon,Samsung,Galaxy S9,2018-08-20 00:00:00,2018-08-01 00:00:00,19.0,False,nan
Verizon,Samsung,Galaxy S9,2018-09-21 00:00:00,2018-09-01 00:00:00,20.0,False,nan
Verizon,Samsung,Galaxy S9,2018-10-16 00:00:00,2018-10-01 00:00:00,15.0,False,nan
Verizon,Samsung,Galaxy S9,2018-11-14 00:00:00,2018-11-01 00:00:00,13.0,False,nan
Verizon,Samsung,Galaxy S9,2018-12-14 00:00:00,2018-12-01 00:00:00,13.0,False,nan
Verizon,Samsung,Galaxy S9,2019-01-30 00:00:00,2019-01-01 00:00:00,29.0,False,nan
Verizon,Samsung,Galaxy S9,2019-02-25 00:00:00,2019-02-01 00:00:00,24.0,False,nan
Verizon,Samsung,Galaxy S9,2019-04-01 00:00:00,2019-03-01 00:00:00,31.0,False,nan
Verizon,Samsung,Galaxy S9,2019-08-02 00:00:00,2019-07-01 00:00:00,32.0,nan, PPR1.180610.011.G960USQU6CSGF PPR1.180610.011.G960USQU6CSGF
Verizon,Samsung,Galaxy S9,2019-08-22 00:00:00,2019-08-01 00:00:00,21.0,nan, PPR1.180610.011.G960USQS6CSH3 PPR1.180610.011.G960USQS6CSH3
Verizon,Samsung,Galaxy S9,2019-10-01 00:00:00,2019-09-01 00:00:00,30.0,False,nan
Verizon,Samsung,Galaxy S9,2019-11-19 00:00:00,2019-11-01 00:00:00,18.0,False,nan
Verizon,Samsung,Galaxy S9,2019-12-11 00:00:00,2019-12-01 00:00:00,10.0,False,nan
Verizon,Samsung,Galaxy S9+,2019-01-30 00:00:00,2019-01-01 00:00:00,29.0,False,nan
Verizon,Samsung,Galaxy S9+,2019-02-25 00:00:00,2019-02-01 00:00:00,24.0,False,nan
Verizon,Samsung,Galaxy S9+,2019-04-01 00:00:00,2019-03-01 00:00:00,31.0,False,nan
Verizon,Samsung,Galaxy S9+,2019-08-02 00:00:00,2019-07-01 00:00:00,32.0,nan, PPR1.180610.011.G965USQU6CSGF PPR1.180610.011.G965USQU6CSGF
Verizon,Samsung,Galaxy S9+,2019-08-22 00:00:00,2019-08-01 00:00:00,21.0,nan, PPR1.180610.011.G965USQS6CSH3 PPR1.180610.011.G965USQS6CSH3
Verizon,Samsung,Galaxy S9+,2019-10-01 00:00:00,2019-09-01 00:00:00,30.0,False,nan
Verizon,Samsung,Galaxy S9+,2019-11-19 00:00:00,2019-11-01 00:00:00,18.0,False,nan
Verizon,Samsung,Galaxy S9+,2019-12-11 00:00:00,2019-12-01 00:00:00,10.0,False,nan
Verizon,Samsung,Galaxy Tab 4 (10.1),2017-01-12 00:00:00,2017-01-01 00:00:00,11.0,True,nan
Verizon,Samsung,Galaxy Tab 4 (10.1),2017-01-12 00:00:00,2017-01-05 00:00:00,7.0,True,nan
Verizon,Samsung,Galaxy Tab 4 (8.0),2017-01-12 00:00:00,2017-01-01 00:00:00,11.0,True,nan
Verizon,Samsung,Galaxy Tab 4 (8.0),2017-01-12 00:00:00,2017-01-05 00:00:00,7.0,True,nan
Verizon,Samsung,Galaxy Tab A (10.5),2019-02-26 00:00:00,2019-02-01 00:00:00,25.0,False,nan
Verizon,Samsung,Galaxy Tab A (10.5),2019-05-29 00:00:00,2019-04-01 00:00:00,58.0,nan, M1AJQ.T597VVRS1ASE1 M1AJQ.T597VVRS1ASE1
Verizon,Samsung,Galaxy Tab A (10.5),2019-08-15 00:00:00,2019-07-01 00:00:00,45.0,False,nan
Verizon,Samsung,Galaxy Tab A (10.5),2019-09-18 00:00:00,2019-08-01 00:00:00,48.0,False,nan
Verizon,Samsung,Galaxy Tab A (10.5),2019-11-21 00:00:00,2019-11-01 00:00:00,20.0,False,nan
Verizon,Samsung,Galaxy Tab A (8.0),2018-11-12 00:00:00,2018-10-01 00:00:00,42.0,False,nan
Verizon,Samsung,Galaxy Tab A (8.0),2019-02-08 00:00:00,2019-01-01 00:00:00,38.0,False,nan
Verizon,Samsung,Galaxy Tab A (8.0),2019-05-02 00:00:00,2019-04-01 00:00:00,31.0,False,nan
Verizon,Samsung,Galaxy Tab A (8.0),2019-07-02 00:00:00,2019-06-01 00:00:00,31.0,nan,nannan
Verizon,Samsung,Galaxy Tab A (8.0),2019-08-23 00:00:00,2019-07-01 00:00:00,53.0,False,nan
Verizon,Samsung,Galaxy Tab A (8.0),2019-09-19 00:00:00,2019-09-01 00:00:00,18.0,False,nan
Verizon,Samsung,Galaxy Tab A (8.0),2019-11-22 00:00:00,2019-11-01 00:00:00,21.0,False,nan
Verizon,Samsung,Galaxy Tab E (8.0 - Refresh),2018-11-29 00:00:00,2018-11-01 00:00:00,28.0,False,nan
Verizon,Samsung,Galaxy Tab E (8.0 - Refresh),2019-01-30 00:00:00,2019-01-01 00:00:00,29.0,False,nan
Verizon,Samsung,Galaxy Tab E (8.0 - Refresh),2019-04-26 00:00:00,2019-04-01 00:00:00,25.0,False,nan
Verizon,Samsung,Galaxy Tab E (8.0 - Refresh),2019-08-06 00:00:00,2019-07-01 00:00:00,36.0,False,nan
Verizon,Samsung,Galaxy Tab E (8.0),2018-02-07 00:00:00,2017-01-01 00:00:00,402.0,False,nan
Verizon,Samsung,Galaxy Tab E (8.0),2018-02-07 00:00:00,2018-02-01 00:00:00,6.0,nan, NMF26X.T377VVRU1CRA1 NMF26X.T377VVRU1CRA1
Verizon,Samsung,Galaxy Tab E (8.0),2018-07-19 00:00:00,2018-05-01 00:00:00,79.0,False,nan
Verizon,Samsung,Galaxy Tab E (9.6),2018-02-01 00:00:00,2017-08-01 00:00:00,184.0,False,nan
Verizon,Samsung,Galaxy Tab E (9.6),2018-02-01 00:00:00,2018-02-01 00:00:00,0.0,nan, NMF26X.T567VVRU1CRA1 NMF26X.T567VVRU1CRA1
Verizon,Samsung,Galaxy Tab S,2017-01-19 00:00:00,2017-01-01 00:00:00,18.0,True,nan
Verizon,Samsung,Galaxy Tab S,2017-01-19 00:00:00,2017-01-05 00:00:00,14.0,True,nan
Verizon,Samsung,Galaxy Tab S2,2018-05-15 00:00:00,2018-04-01 00:00:00,44.0,False,nan
Verizon,Samsung,Galaxy Tab S2,2018-07-26 00:00:00,2018-07-01 00:00:00,25.0,False,nan
Verizon,Samsung,Galaxy Tab S2,2019-02-28 00:00:00,2019-02-01 00:00:00,27.0,False,nan
Verizon,Samsung,Galaxy Tab S2,2019-09-26 00:00:00,2019-08-01 00:00:00,56.0,False,nan
Verizon,Samsung,Galaxy Tab S3,2018-10-24 00:00:00,2018-10-01 00:00:00,23.0,False,nan
Verizon,Samsung,Galaxy Tab S3,2019-01-30 00:00:00,2019-01-01 00:00:00,29.0,False,nan
Verizon,Samsung,Galaxy Tab S3,2019-09-19 00:00:00,2019-09-01 00:00:00,18.0,False,nan
Verizon,Samsung,Galaxy Tab S4,2018-12-19 00:00:00,2018-12-01 00:00:00,18.0,False,nan
Verizon,Samsung,Galaxy Tab S4,2019-02-27 00:00:00,2019-02-01 00:00:00,26.0,False,nan
Verizon,Samsung,Galaxy Tab S4,2019-04-24 00:00:00,2019-04-01 00:00:00,23.0,False,nan
Verizon,Samsung,Galaxy Tab S4,2019-06-24 00:00:00,2019-06-01 00:00:00,23.0,False,nan
Verizon,Samsung,Galaxy Tab S4,2019-09-05 00:00:00,2019-07-01 00:00:00,66.0,False,nan
Verizon,Samsung,Galaxy Tab S4,2019-10-23 00:00:00,2019-10-01 00:00:00,22.0,False,nan
Verizon,Samsung,Galaxy Tab S5e,2019-08-29 00:00:00,2019-08-01 00:00:00,28.0,False,nan
Verizon,Samsung,Galaxy Tab S5e,2019-11-22 00:00:00,2019-11-01 00:00:00,21.0,False,nan
Verizon,Samsung,Galaxy Tab S6,2019-09-26 00:00:00,2019-08-01 00:00:00,56.0,False,nan
Verizon,Samsung,Galaxy Tab S6,2019-11-08 00:00:00,2019-10-01 00:00:00,38.0,False,nan
Verizon,Samsung,Galaxy Tab S6,2019-12-02 00:00:00,2019-11-01 00:00:00,31.0,False,nan
Verizon,Samsung,Gear S2 classic,2017-12-05 00:00:00,2017-12-01 00:00:00,4.0,True,nan
Verizon,Sonim,XP5s,2019-09-10 00:00:00,2019-06-01 00:00:00,101.0,False,nan
Verizon,Sonim,XP8,2019-06-28 00:00:00,2019-04-01 00:00:00,88.0,False,nan
Verizon,Sony,Xperia Z2 Tablet,2016-02-24 00:00:00,2016-02-01 00:00:00,23.0,True,nan
Verizon,Sony,Xperia Z3v,2016-03-14 00:00:00,2016-03-07 00:00:00,7.0,True,nan
Verizon,Verizon,Ellipsis 10,2017-07-14 00:00:00,2017-07-01 00:00:00,13.0,True,nan
Verizon,Verizon,Ellipsis 10,2017-07-14 00:00:00,2017-07-05 00:00:00,9.0,True,nan
Verizon,Verizon,Ellipsis 10 HD,2018-05-23 00:00:00,2018-04-01 00:00:00,52.0,False,nan
Verizon,Verizon,Ellipsis 10 HD,2018-05-23 00:00:00,2018-05-01 00:00:00,22.0,nan, XIA1_31F34 XIA1_31F34
Verizon,Verizon,Ellipsis 10 HD,2018-08-24 00:00:00,2018-07-01 00:00:00,54.0,False,nan
Verizon,Verizon,Ellipsis 10 HD,2018-08-24 00:00:00,2018-08-01 00:00:00,23.0,nan, XIA1_31F38 XIA1_31F38
Verizon,Verizon,Ellipsis 10 HD,2018-12-06 00:00:00,2018-11-01 00:00:00,35.0,False,nan
Verizon,Verizon,Ellipsis 10 HD,2018-12-06 00:00:00,2018-12-01 00:00:00,5.0,nan, XIA1_31F41 XIA1_31F41
Verizon,Verizon,Ellipsis 8,2016-05-18 00:00:00,2016-05-01 00:00:00,17.0,True,nan
Verizon,Verizon,Ellipsis 8 HD,2018-01-08 00:00:00,2017-11-01 00:00:00,68.0,False,nan
Verizon,Verizon,Ellipsis 8 HD,2018-01-08 00:00:00,2018-01-01 00:00:00,7.0,nan, SUN1_20A12 SUN1_20A12
Verizon,Verizon,Ellipsis 8 HD,2018-04-24 00:00:00,2018-03-01 00:00:00,54.0,False,nan
Verizon,Verizon,Ellipsis 8 HD,2018-04-24 00:00:00,2018-04-01 00:00:00,23.0,nan, SUN1_20A14 SUN1_20A14
Verizon,Verizon,Ellipsis 8 HD,2018-08-24 00:00:00,2018-06-01 00:00:00,84.0,False,nan
Verizon,Verizon,Ellipsis 8 HD,2018-08-24 00:00:00,2018-08-01 00:00:00,23.0,nan, SUN1_20A17 SUN1_20A17
Verizon,Verizon,Ellipsis Kids,2016-06-07 00:00:00,2016-06-01 00:00:00,6.0,True,nan
Verizon,Verizon,GizmoTab,2018-01-23 00:00:00,2017-11-01 00:00:00,83.0,False,nan
Verizon,Verizon,GizmoTab,2018-01-23 00:00:00,2018-01-01 00:00:00,22.0,nan, SUN2_11A25 SUN2_11A25
Verizon,Verizon,GizmoTab,2018-04-30 00:00:00,2018-03-01 00:00:00,60.0,False,nan
Verizon,Verizon,GizmoTab,2018-04-30 00:00:00,2018-04-01 00:00:00,29.0,nan, SUN2_11A27 SUN2_11A27
Verizon,Verizon,GizmoTab,2018-08-27 00:00:00,2018-06-01 00:00:00,87.0,False,nan
Verizon,Verizon,GizmoTab,2018-08-27 00:00:00,2018-08-01 00:00:00,26.0,nan, SUN2_11A28 SUN2_11A28
Verizon,Verizon,GizmoTablet,2019-04-03 00:00:00,2019-03-01 00:00:00,33.0,False,nan
Verizon,Verizon,GizmoTablet,2019-07-09 00:00:00,2019-06-01 00:00:00,38.0,False,nan
Verizon,Verizon,GizmoTablet,2019-10-24 00:00:00,2019-08-01 00:00:00,84.0,False,nan
Verizon,ZTE,Blade Vantage,2018-11-26 00:00:00,2018-11-01 00:00:00,25.0,False,nan
Verizon,ZTE,Blade Vantage,2019-01-25 00:00:00,2019-01-01 00:00:00,24.0,False,nan
Verizon,ZTE,Blade Vantage,2019-03-06 00:00:00,2019-02-01 00:00:00,33.0,False,nan
Verizon,ZTE,Blade Vantage,2019-05-30 00:00:00,2019-04-01 00:00:00,59.0,nan, Z839V1.0.0B24 Z839V1.0.0B24
Verizon,ZTE,Blade Vantage,2019-07-15 00:00:00,2019-07-01 00:00:00,14.0,nan, Z839V1.0.0B25 Z839V1.0.0B25
Verizon,lg,Lucid3,2015-10-08 00:00:00,2015-10-01 00:00:00,7.0,True,nan
Verizon,palm,Palm,2019-03-18 00:00:00,2019-03-01 00:00:00,17.0,False,nan
Verizon,palm,Palm,2019-10-08 00:00:00,2019-08-01 00:00:00,68.0,False,nan
