Carrier,Manufacture,Model,Release_Date,Bulletin_Level,difference, build,Year_Phone_Release,Month_Phone_Release,Bulletin_Year,Prior_Missed_Bulletins,Days_Since_Last_Security_Updates
AT&T,Samsung,Galaxy Note8,2018-03-27,2018-03-01,26,N950USQU4CRD7 R16NW.N950USQU4CRD7 nan,2017,8,2018,0.0,18.0
AT&T,Samsung,Galaxy Note8,2018-05-15,2018-04-01,44,N950USQS4CRE1 R16NW.N950USQS4CRE1 nan,2017,8,2018,0.0,49.0
AT&T,Samsung,Galaxy Note8,2018-05-29,2018-05-01,28,N950USQU4CRF3 R16NW.N950USQU4CRF3 nan,2017,8,2018,0.0,14.0
AT&T,Samsung,Galaxy Note8,2018-06-26,2018-06-01,25,N950USQS5CRF6 R16NW.N950USQS5CRF6 nan,2017,8,2018,0.0,28.0
AT&T,Samsung,Galaxy Note8,2018-07-23,2018-07-01,22,N950USQU5CRG7 R16NW.N950USQU5CRG7 nan,2017,8,2018,0.0,27.0
AT&T,Samsung,Galaxy Note8,2018-08-31,2018-08-01,30,N950USQS5CRI4 R16NW.N950USQS5CRI4 nan,2017,8,2018,0.0,39.0
AT&T,Samsung,Galaxy Note8,2018-10-02,2018-09-01,31,N950USQU5CRIA R16NW.N950USQU5CRIA nan,2017,8,2018,0.0,32.0
AT&T,Samsung,Galaxy Note8,2018-10-23,2018-10-01,22,N950USQS5CRJ3 R16NW.N950USQS5CRJ3 nan,2017,8,2018,0.0,21.0
AT&T,Samsung,Galaxy Note8,2018-11-28,2018-11-01,27,N950USQS5CRK R16NW.N950USQS5CRK1 nan,2017,8,2018,0.0,36.0
AT&T,Samsung,Galaxy Note8,2018-12-21,2018-12-01,20,N950USQS5CRL1 R16NW.N950USQS5CRL1 nan,2017,8,2018,0.0,23.0
AT&T,Samsung,Galaxy Note8,2019-01-30,2019-01-01,29,N950USQS5CSA1 R16NW.N950USQS5CSA1 nan,2017,8,2019,0.0,40.0
AT&T,Samsung,Galaxy Note8,2019-03-05,2019-02-01,32,N950USQU5DSC1 PPR1.180610.011.N950USQU5DSC1 nan,2017,8,2019,0.0,34.0
AT&T,Samsung,Galaxy Note8,2019-03-28,2019-03-01,27,N950USQU5DSD3 PPR1.180610.011.N950USQU5DSD3 nan,2017,8,2019,0.0,23.0
AT&T,Samsung,Galaxy Note8,2019-04-30,2019-04-01,29,N950USQS5DSE8 nan nan,2017,8,2019,0.0,33.0
AT&T,Samsung,Galaxy Note9,2017-03-23,2017-03-01,22,nan QP1A.190711.020.N960USQS3DTB1File nan,2018,8,2017,,
AT&T,Samsung,Galaxy Note9,2018-08-24,2018-08-01,23,N960USQU1ARH4 nan nan,2018,8,2018,17.0,519.0
AT&T,Samsung,Galaxy S4,2017-07-21,2017-07-01,20,nan LRX22C.I337UCSGOK3File 3.4.0,2013,4,2017,,
AT&T,Samsung,Galaxy S5,2015-10-22,2015-10-01,21,G900AUCU4CPA1 LMY47X.G900AUCU4CPA1 nan,2014,4,2015,,
AT&T,Samsung,Galaxy S5,2016-08-11,2016-08-01,10,G900AUCU4DPH2 MMB29M.G900AUCU4DPH2 nan,2014,4,2016,10.0,294.0
AT&T,Samsung,Galaxy S5,2016-09-19,2016-09-01,18,G900AUCS4CPH4 MMB29M.G900AUCS4DPH4 nan,2014,4,2016,0.0,39.0
AT&T,Samsung,Galaxy S5,2016-10-26,2016-10-01,25,G900AUCU4DQA1 MMB29M.G900AUCU4DQA1 nan,2014,4,2016,0.0,37.0
AT&T,Samsung,Galaxy S5,2017-02-01,2017-01-01,31,G900AUCU4DQB1 MMB29M.G900AUCS4DQB1 nan,2014,4,2017,2.0,98.0
AT&T,Samsung,Galaxy S5,2017-03-10,2017-02-01,37,G900AUCS4DQC1 MMB29M.G900AUCS4DQC1 nan,2014,4,2017,0.0,37.0
AT&T,Samsung,Galaxy S5 Active,2015-11-10,2015-11-01,9,G870AUCU2CPB1 LMY47X.G870AUCU2CPB1 nan,2014,5,2015,,
AT&T,Samsung,Galaxy S5 Active,2016-08-11,2016-08-01,10,G870AUCU2DPH2 MMB29M.G870AUCU2DPH2 nan,2014,5,2016,8.0,275.0
AT&T,Samsung,Galaxy S5 Active,2016-09-19,2016-09-01,18,G870AUCS2DPH4 MMB29M.G870AUCS2DPH4 nan,2014,5,2016,0.0,39.0
AT&T,Samsung,Galaxy S5 Active,2016-10-26,2016-10-01,25,G870AUCU2DPK2 MMB29M.G870AUCU2DPK2 nan,2014,5,2016,0.0,37.0
AT&T,Samsung,Galaxy S5 Active,2016-12-19,2016-11-01,48,G870AUCS2DPK3 MMB29M.G870AUCS2DPK3 nan,2014,5,2016,0.0,54.0
AT&T,Samsung,Galaxy S5 Active,2017-01-12,2016-12-01,42,G870AUCS2DPK4 MMB29M.G870AUCS2DPK4 nan,2014,5,2016,0.0,24.0
AT&T,Samsung,Galaxy S5 Active,2017-02-01,2017-01-01,31,G870AUCS2DPK5 MMB29M.G870AUCS2DPK5 nan,2014,5,2017,0.0,20.0
AT&T,Samsung,Galaxy S5 Active,2017-03-10,2017-02-01,37,G870AUCS2DPK7 MMB29M.G870AUCS2DPK7 nan,2014,5,2017,0.0,37.0
AT&T,Samsung,Galaxy S5 Active,2017-07-21,2017-07-01,20,nan MMB29M.G870AUCS2DQD1Previous 3.4.0,2014,5,2017,4.0,133.0
AT&T,Samsung,Galaxy S6,2015-11-24,2015-11-01,23,G920AUCU3BOJ9 LMY47X.G920AUCU3BOJ9 nan,2015,4,2015,,
AT&T,Samsung,Galaxy S6,2016-09-20,2016-08-01,50,G920AUCS5DPI1 MMB29K.G920AUCS5DPI1 nan,2015,4,2016,8.0,301.0
AT&T,Samsung,Galaxy S6,2016-09-30,2016-09-01,29,G920AUCS5DPJ1 MMB29K.G920AUCS5DPJ1 nan,2015,4,2016,0.0,10.0
AT&T,Samsung,Galaxy S6,2016-10-26,2016-10-01,25,G920AUCS5DPK1 MMB29K.G920AUCS5DPK1 nan,2015,4,2016,0.0,26.0
AT&T,Samsung,Galaxy S6,2016-11-22,2016-11-01,21,G920AUCS5DPK3 MMB29K.G920AUCS5DPK3 nan,2015,4,2016,0.0,27.0
AT&T,Samsung,Galaxy S6,2017-01-12,2016-12-01,42,G920AUCS5DPK5 MMB29K.G920AUCS5DPK5 nan,2015,4,2016,0.0,51.0
AT&T,Samsung,Galaxy S6,2017-02-08,2017-01-01,38,G920AUCU5DQB3 MMB29K.G920AUCU5DQB3 nan,2015,4,2017,0.0,27.0
AT&T,Samsung,Galaxy S6,2017-03-10,2017-02-01,37,G920AUCS6DQC1 MMB29K.G920AUCS6DQC1 nan,2015,4,2017,0.0,30.0
AT&T,Samsung,Galaxy S6,2017-03-30,2017-03-01,29,G920AUCU6EQCF NRD90M.G920AUCU6EQCF nan,2015,4,2017,0.0,20.0
AT&T,Samsung,Galaxy S6,2017-05-03,2017-04-01,32,G920AUCS6EQE1 NRD90M.G920AUCS6EQE1 nan,2015,4,2017,0.0,34.0
AT&T,Samsung,Galaxy S6,2017-05-25,2017-05-01,24,G920AUCS6EQF1 NRD90M.G920AUCS6EQF1 nan,2015,4,2017,0.0,22.0
AT&T,Samsung,Galaxy S6,2017-06-23,2017-06-01,22,G920AUCS6EQG1 NRD90M.G920AUCS6EQG1 nan,2015,4,2017,0.0,29.0
AT&T,Samsung,Galaxy S6,2017-07-25,2017-07-01,24,G920AUCS6EQH1 NRD90M.G920AUCS6EQH1 nan,2015,4,2017,0.0,32.0
AT&T,Samsung,Galaxy S6,2017-08-25,2017-08-01,24,G920AUCS6EQJ1 NRD90M.G920AUCS6EQJ1 nan,2015,4,2017,0.0,31.0
AT&T,Samsung,Galaxy S6,2017-11-09,2017-10-01,39,G920AUCU6EQK3 NRD90M.G920AUCU6EQK3 nan,2015,4,2017,1.0,76.0
AT&T,Samsung,Galaxy S6,2017-12-21,2017-12-01,20,G920AUCS7ERA2 NRD90M.G920AUCS7ERA2 nan,2015,4,2017,1.0,42.0
AT&T,Samsung,Galaxy S6,2018-01-26,2018-01-01,25,G920AUCU7ERB1 NRD90M.G920AUCU7ERB1 nan,2015,4,2018,0.0,36.0
AT&T,Samsung,Galaxy S6,2018-03-06,2018-02-01,33,nan NRD90M.G920AUCS7ERC1Previous nan,2015,4,2018,0.0,39.0
AT&T,Samsung,Galaxy S6 Edge,2015-11-24,2015-11-01,23,G925AUCU3BOJ9 LMY47X.G925AUCU3BOJ9 nan,2015,4,2015,,
AT&T,Samsung,Galaxy S6 Edge,2016-09-20,2016-08-01,50,G925AUCS5DPI1 MMB29K.G925AUCS5DPI1 nan,2015,4,2016,8.0,301.0
AT&T,Samsung,Galaxy S6 Edge,2016-09-30,2016-09-01,29,G925AUCS5DPJ1 MMB29K.G925AUCS5DPJ1 nan,2015,4,2016,0.0,10.0
AT&T,Samsung,Galaxy S6 Edge,2016-10-26,2016-10-01,25,G925AUCS5DPK1 MMB29K.G925AUCS5DPK1 nan,2015,4,2016,0.0,26.0
AT&T,Samsung,Galaxy S6 Edge,2016-11-22,2016-11-01,21,G925AUCS5DPK2 MMB29K.G925AUCS5DPK2 nan,2015,4,2016,0.0,27.0
AT&T,Samsung,Galaxy S6 Edge,2017-01-12,2016-12-01,42,G925AUCS5DPK5 MMB29K.G925AUCS5DPK5 nan,2015,4,2016,0.0,51.0
AT&T,Samsung,Galaxy S6 Edge,2017-02-01,2017-01-01,31,G925AUCS6DQC1 MMB29K.G925AUCS6DQC1 nan,2015,4,2017,0.0,20.0
AT&T,Samsung,Galaxy S6 Edge,2017-03-27,2017-03-01,26,G925AUCU6EQCF NRD90M.G925AUCU6EQCF nan,2015,4,2017,1.0,54.0
AT&T,Samsung,Galaxy S6 Edge,2017-05-03,2017-04-01,32,G925AUCS6EQE1 NRD90M.G925AUCS6EQE1 nan,2015,4,2017,0.0,37.0
AT&T,Samsung,Galaxy S6 Edge,2017-05-25,2017-05-01,24,G925AUCS6EQF1 NRD90M.G925AUCS6EQF1 nan,2015,4,2017,0.0,22.0
AT&T,Samsung,Galaxy S6 Edge,2017-06-23,2017-06-01,22,G925AUCS6EQG1 NRD90M.G925AUCS6EQG1 nan,2015,4,2017,0.0,29.0
AT&T,Samsung,Galaxy S6 Edge,2017-07-25,2017-07-01,24,G925AUCS6EQH1 NRD90M.G925AUCS6EQH1 nan,2015,4,2017,0.0,32.0
AT&T,Samsung,Galaxy S6 Edge,2017-08-25,2017-08-01,24,G925AUCS6EQJ2 NRD90M.G925AUCS6EQJ2 nan,2015,4,2017,0.0,31.0
AT&T,Samsung,Galaxy S6 Edge,2017-11-09,2017-10-01,39,G925AUCU6EQK3 NRD90M.G925AUCU6EQK3 nan,2015,4,2017,1.0,76.0
AT&T,Samsung,Galaxy S6 Edge,2017-12-21,2017-12-01,20,G925AUCS7ERA2 NRD90M.G925AUCS7ERA2 nan,2015,4,2017,1.0,42.0
AT&T,Samsung,Galaxy S6 Edge,2018-01-26,2018-01-01,25,G925AUCU7ERB1 NRD90M.G925AUCU7ERB1 nan,2015,4,2018,0.0,36.0
AT&T,Samsung,Galaxy S6 active,2016-08-31,2016-08-01,30,G890AUCS5CPI4 MMB29K.G890AUCS5CPI4 nan,2015,6,2016,,
AT&T,Samsung,Galaxy S6 active,2016-09-27,2016-09-01,26,G890AUCU5CPK3 MMB29K.G890AUCU5CPK3 nan,2015,6,2016,0.0,27.0
AT&T,Samsung,Galaxy S6 active,2016-10-25,2016-10-01,24,G890AUCS5CPK4 MMB29K.G890AUCS5CPK4 nan,2015,6,2016,0.0,28.0
AT&T,Samsung,Galaxy S6 active,2016-12-19,2016-11-01,48,G890AUCS5CPK5 MMB29K.G890AUCS5CPK5 nan,2015,6,2016,0.0,55.0
AT&T,Samsung,Galaxy S6 active,2017-01-12,2016-12-01,42,G890AUCS6CPK8 MMB29K.G890AUCS6CPK8 nan,2015,6,2016,0.0,24.0
AT&T,Samsung,Galaxy S6 active,2017-02-08,2017-01-01,38,G890AUCU6DQD1 NRD90M.G890AUCU6DQD1 nan,2015,6,2017,0.0,27.0
AT&T,Samsung,Galaxy S6 active,2017-04-05,2017-03-01,35,G890AUCU6DQE1 NRD90M.G890AUCS6DQE1 nan,2015,6,2017,1.0,56.0
AT&T,Samsung,Galaxy S6 active,2017-05-03,2017-04-01,32,G890AUCU6DQF1 NRD90M.G890AUCS6DQF1 nan,2015,6,2017,0.0,28.0
AT&T,Samsung,Galaxy S6 active,2017-05-26,2017-05-01,25,G890AUCU6DQG1 NRD90M.G890AUCS6DQG1 nan,2015,6,2017,0.0,23.0
AT&T,Samsung,Galaxy S6 active,2017-06-23,2017-06-01,22,G890AUCS6DQH1 NRD90M.G890AUCS6DQH1 nan,2015,6,2017,0.0,28.0
AT&T,Samsung,Galaxy S6 active,2017-07-27,2017-07-01,26,G890AUCS6DQJ1 NRD90M.G890AUCS6DQJ1 nan,2015,6,2017,0.0,34.0
AT&T,Samsung,Galaxy S6 active,2017-08-24,2017-08-01,23,G890AUCU6DQK3 NRD90M.G890AUCU6DQK3 nan,2015,6,2017,0.0,28.0
AT&T,Samsung,Galaxy S6 active,2017-11-10,2017-10-01,40,G890AUCS7DRA2 NRD90M.G890AUCS7DRA2 nan,2015,6,2017,1.0,78.0
AT&T,Samsung,Galaxy S6 active,2017-12-21,2017-12-01,20,G890AUCS7DRB1 NRD90M.G890AUCS7DRB1 nan,2015,6,2017,1.0,41.0
AT&T,Samsung,Galaxy S6 active,2018-01-26,2018-01-01,25,G890AUCS7DRC1 NRD90M.G890AUCS7DRC1 nan,2015,6,2018,0.0,36.0
AT&T,Samsung,Galaxy S6 active,2018-03-09,2018-02-01,36,G890AUCS7DRD3 NRD90M.G890AUCS7DRD3 nan,2015,6,2018,0.0,42.0
AT&T,Samsung,Galaxy S6 active,2018-04-04,2018-03-01,34,G890AUCS7DRE1 NRD90M.G890AUCS7DRE1 nan,2015,6,2018,0.0,26.0
AT&T,Samsung,Galaxy S6 active,2018-07-02,2018-06-01,31,nan NRD90M.G890AUCS7DRF2Previous nan,2015,6,2018,2.0,89.0
AT&T,Samsung,Galaxy S6 active,2018-07-26,2018-07-01,25,G890AUCU2AOF3 LRX22G.G890AUCU2AOF3 nan,2015,6,2018,0.0,24.0
AT&T,Samsung,Galaxy S6 edge+,2015-09-15,2015-09-01,14,G928AUCU2AO16 LMY47X.G928AUCU2AO16 nan,2015,8,2015,,
AT&T,Samsung,Galaxy S6 edge+,2016-08-25,2016-08-01,24,G928AUCS3CPJ1 MMB29K. G928AUCS3CPJ1 nan,2015,8,2016,11.0,345.0
AT&T,Samsung,Galaxy S6 edge+,2016-09-20,2016-09-01,19,G928AUCS4CPK1 MMB29K.G928AUCS4CPK1 nan,2015,8,2016,0.0,26.0
AT&T,Samsung,Galaxy S6 edge+,2016-10-26,2016-10-01,25,G928AUCS4CPL1 MMB29K. G928AUCS4CPL1 nan,2015,8,2016,0.0,36.0
AT&T,Samsung,Galaxy S6 edge+,2016-11-29,2016-11-01,28,G928AUCS4CQA1 MMB29K.G928AUCS4CQA1 nan,2015,8,2016,0.0,34.0
AT&T,Samsung,Galaxy S6 edge+,2017-01-16,2016-12-01,46,G928AUCS4CQB2 MMB29K.G928AUCS4CQB2 nan,2015,8,2016,0.0,48.0
AT&T,Samsung,Galaxy S6 edge+,2017-02-08,2017-01-01,38,G928AUCU4EQC6 NRD90M.G928AUCU4EQC6 nan,2015,8,2017,0.0,23.0
AT&T,Samsung,Galaxy S6 edge+,2017-03-20,2017-02-01,47,G928AUCS4EQD1 NRD90M.G928AUCS4EQD1 nan,2015,8,2017,0.0,40.0
AT&T,Samsung,Galaxy S6 edge+,2017-04-11,2017-03-01,41,G928AUCS4EQE1 NRD90M.G928AUCS4EQE1 nan,2015,8,2017,0.0,22.0
AT&T,Samsung,Galaxy S6 edge+,2017-04-27,2017-04-01,26,G928AUCS4EQF1 NRD90M.G928AUCS4EQF1 nan,2015,8,2017,0.0,16.0
AT&T,Samsung,Galaxy S6 edge+,2017-05-25,2017-05-01,24,G928AUCS4EQG1 NRD90M.G928AUCS4EQG1 nan,2015,8,2017,0.0,28.0
AT&T,Samsung,Galaxy S6 edge+,2017-06-27,2017-06-01,26,G928AUCS4EQH1 NRD90M.G928AUCS4EQH1 nan,2015,8,2017,0.0,33.0
AT&T,Samsung,Galaxy S6 edge+,2017-07-31,2017-07-01,30,G928AUCS4EQJ1 NRD90M.G928AUCS4EQJ1 nan,2015,8,2017,0.0,34.0
AT&T,Samsung,Galaxy S6 edge+,2017-08-25,2017-08-01,24,G928AUCU4EQK6 NRD90M.G928AUCU4EQK6 nan,2015,8,2017,0.0,25.0
AT&T,Samsung,Galaxy S6 edge+,2017-11-07,2017-10-01,37,G928AUCS4EQL1 NRD90M.G928AUCS4EQL1 nan,2015,8,2017,1.0,74.0
AT&T,Samsung,Galaxy S6 edge+,2017-12-13,2017-11-01,42,G928AUCS5ERA2 NRD90M.G928AUCS5ERA2 nan,2015,8,2017,0.0,36.0
AT&T,Samsung,Galaxy S6 edge+,2017-12-27,2017-12-01,26,G928AUCS5ERB2 NRD90M.G928AUCS5ERB2 nan,2015,8,2017,0.0,14.0
AT&T,Samsung,Galaxy S6 edge+,2018-02-02,2018-01-01,32,G928AUCU5ERB5 NRD90M.G928AUCU5ERB5 nan,2015,8,2018,0.0,37.0
AT&T,Samsung,Galaxy S6 edge+,2018-03-09,2018-02-01,36,G928AUCS5ERD1 NRD90M.G928AUCS5ERD1 nan,2015,8,2018,0.0,35.0
AT&T,Samsung,Galaxy S6 edge+,2018-03-27,2018-03-01,26,G928AUCS5ERE1 NRD90M.G928AUCS5ERE1 nan,2015,8,2018,0.0,18.0
AT&T,Samsung,Galaxy S6 edge+,2018-05-07,2018-04-01,36,G928AUCS5ERF2 NRD90M.G928AUCS5ERF2 nan,2015,8,2018,0.0,41.0
AT&T,Samsung,Galaxy S6 edge+,2018-05-29,2018-05-01,28,G928AUCS5ERG1 NRD90M.G928AUCS5ERG1 nan,2015,8,2018,0.0,22.0
AT&T,Samsung,Galaxy S7,2016-03-18,2016-03-01,17,G930AUCS2APC2 nan nan,2016,3,2016,,
AT&T,Samsung,Galaxy S7 Edge,2016-03-18,2016-03-01,17,G935AUCU2APD1 MMB29M.G935AUCU2APD1 nan,2016,3,2016,,
AT&T,Samsung,Galaxy S7 Edge,2016-05-12,2016-05-01,11,G935AUCS2APF2 MMB29M.G935AUCS2APF2 nan,2016,3,2016,1.0,55.0
AT&T,Samsung,Galaxy S7 Edge,2016-06-17,2016-06-01,16,G935AUCU2APG1 MMB29M.G935AUCU2APG1 nan,2016,3,2016,0.0,36.0
AT&T,Samsung,Galaxy S7 Edge,2016-08-25,2016-08-01,24,G935AUCS4API2 MMB29M.G935AUCS4API2 nan,2016,3,2016,1.0,69.0
AT&T,Samsung,Galaxy S7 Edge,2016-09-26,2016-09-01,25,G935AUCU4APJ4 MMB29M. G935AUCS4APJ4 nan,2016,3,2016,0.0,32.0
AT&T,Samsung,Galaxy S7 Edge,2016-11-08,2016-10-01,38,G935AUCS4APK1 MMB29M. G935AUCS4APK1 nan,2016,3,2016,0.0,43.0
AT&T,Samsung,Galaxy S7 Edge,2016-11-18,2016-11-01,17,G935AUCU4BQA6 NRD90M.G935AUCU4BQA6 nan,2016,3,2016,0.0,10.0
AT&T,Samsung,Galaxy S7 Edge,2017-02-17,2017-02-01,16,G935AUCS4BQC2 NRD90M.G935AUCS4BQC2 nan,2016,3,2017,2.0,91.0
AT&T,Samsung,Galaxy S7 Edge,2017-03-27,2017-03-01,26,G935AUCU4BQD4 NRD90M.G935AUCU4BQD4 nan,2016,3,2017,0.0,38.0
AT&T,Samsung,Galaxy S7 Edge,2017-05-10,2017-04-01,39,G935AUCS4BQE1 7.0/NRD90M/G935AUCS4BQE1 nan,2016,3,2017,0.0,44.0
AT&T,Samsung,Galaxy S7 Edge,2017-05-23,2017-05-01,22,G935AUCU4BQF3 NRD90M.G935AUCU4BQF3 nan,2016,3,2017,0.0,13.0
AT&T,Samsung,Galaxy S7 Edge,2017-07-06,2017-06-01,35,G935AUCU4BQG1 NRD90M.G935AUCU4BQG1 nan,2016,3,2017,0.0,44.0
AT&T,Samsung,Galaxy S7 Edge,2017-08-08,2017-07-01,38,G935AUCS4BQH1 NRD90M.G935AUCS4BQH1 nan,2016,3,2017,0.0,33.0
AT&T,Samsung,Galaxy S7 Edge,2017-08-28,2017-08-01,27,G935AUCS4BQJ2 NRD90M.G935AUCS4BQJ2 nan,2016,3,2017,0.0,20.0
AT&T,Samsung,Galaxy S7 Edge,2017-10-26,2017-10-01,25,G935AUCU4BQK2 NRD90M.G935AUCU4BQK2 nan,2016,3,2017,1.0,59.0
AT&T,Samsung,Galaxy S7 Edge,2017-12-08,2017-11-01,37,G935AUCS4BQL1 nan nan,2016,3,2017,0.0,43.0
AT&T,Samsung,Galaxy S7 Edge,2018-05-29,2018-05-01,28,G935AUCS2APC2 MMB29M.G935AUCS2APC2 nan,2016,3,2018,5.0,172.0
AT&T,Samsung,Galaxy S7 active,2016-08-09,2016-08-01,8,G891AUCS1APH1 nan nan,2016,6,2016,,
AT&T,Samsung,Galaxy S8,2017-04-21,2017-04-01,20,nan nan nan,2017,4,2017,,
AT&T,Samsung,Galaxy S8,2017-06-13,2017-05-01,43,nan nan nan,2017,4,2017,0.0,53.0
AT&T,Samsung,Galaxy S8,2017-06-22,2017-06-01,21,nan nan nan,2017,4,2017,0.0,9.0
AT&T,Samsung,Galaxy S8,2017-07-20,2017-07-01,19,nan nan nan,2017,4,2017,0.0,28.0
AT&T,Samsung,Galaxy S8,2017-08-21,2017-08-01,20,nan nan nan,2017,4,2017,0.0,32.0
AT&T,Samsung,Galaxy S8,2017-11-08,2017-10-01,38,nan nan nan,2017,4,2017,1.0,79.0
AT&T,Samsung,Galaxy S8,2017-12-08,2017-11-01,37,nan nan nan,2017,4,2017,0.0,30.0
AT&T,Samsung,Galaxy S8,2017-12-27,2017-12-01,26,nan nan nan,2017,4,2017,0.0,19.0
AT&T,Samsung,Galaxy S8,2018-03-09,2018-02-01,36,nan nan nan,2017,4,2018,1.0,72.0
AT&T,Samsung,Galaxy S8,2018-03-31,2018-03-01,30,nan nan nan,2017,4,2018,0.0,22.0
AT&T,Samsung,Galaxy S8,2018-05-09,2018-04-01,38,nan nan nan,2017,4,2018,0.0,39.0
AT&T,Samsung,Galaxy S8,2018-05-23,2018-05-01,22,nan nan nan,2017,4,2018,0.0,14.0
AT&T,Samsung,Galaxy S8,2018-06-19,2018-06-01,18,nan nan nan,2017,4,2018,0.0,27.0
AT&T,Samsung,Galaxy S8,2018-07-16,2018-07-01,15,nan nan nan,2017,4,2018,0.0,27.0
AT&T,Samsung,Galaxy S8,2018-08-30,2018-08-01,29,nan nan nan,2017,4,2018,0.0,45.0
AT&T,Samsung,Galaxy S8,2018-09-25,2018-09-01,24,nan nan nan,2017,4,2018,0.0,26.0
AT&T,Samsung,Galaxy S8,2018-10-26,2018-10-01,25,nan nan nan,2017,4,2018,0.0,31.0
AT&T,Samsung,Galaxy S8,2018-12-05,2018-11-01,34,nan nan nan,2017,4,2018,0.0,40.0
AT&T,Samsung,Galaxy S8,2018-12-31,2018-12-01,30,nan nan nan,2017,4,2018,0.0,26.0
AT&T,Samsung,Galaxy S8,2019-01-28,2019-01-01,27,nan nan nan,2017,4,2019,0.0,28.0
AT&T,Samsung,Galaxy S8,2019-03-05,2019-02-01,32,nan nan nan,2017,4,2019,0.0,36.0
AT&T,Samsung,Galaxy S8,2019-03-28,2019-03-01,27,nan nan nan,2017,4,2019,0.0,23.0
AT&T,Samsung,Galaxy S8,2019-05-08,2019-04-01,37,nan nan nan,2017,4,2019,0.0,41.0
AT&T,Samsung,Galaxy S8 Active,2017-08-09,2017-08-01,8,G892AUCU1AQG4 nan nan,2017,8,2017,,
AT&T,Samsung,Galaxy S8+,2017-04-21,2017-04-01,20,nan nan nan,2017,4,2017,,
AT&T,Samsung,Galaxy S8+,2017-06-13,2017-05-01,43,nan nan nan,2017,4,2017,0.0,53.0
AT&T,Samsung,Galaxy S8+,2017-06-22,2017-06-01,21,nan nan nan,2017,4,2017,0.0,9.0
AT&T,Samsung,Galaxy S8+,2017-07-20,2017-07-01,19,nan nan nan,2017,4,2017,0.0,28.0
AT&T,Samsung,Galaxy S8+,2017-08-21,2017-08-01,20,nan nan nan,2017,4,2017,0.0,32.0
AT&T,Samsung,Galaxy S8+,2017-11-08,2017-10-01,38,nan nan nan,2017,4,2017,1.0,79.0
AT&T,Samsung,Galaxy S8+,2017-12-08,2017-11-01,37,nan nan nan,2017,4,2017,0.0,30.0
AT&T,Samsung,Galaxy S8+,2017-12-27,2017-12-01,26,nan nan nan,2017,4,2017,0.0,19.0
AT&T,Samsung,Galaxy S8+,2018-03-09,2018-02-01,36,nan nan nan,2017,4,2018,1.0,72.0
AT&T,Samsung,Galaxy S8+,2018-03-31,2018-03-01,30,nan nan nan,2017,4,2018,0.0,22.0
AT&T,Samsung,Galaxy S8+,2018-05-09,2018-04-01,38,nan nan nan,2017,4,2018,0.0,39.0
AT&T,Samsung,Galaxy S8+,2018-05-23,2018-05-01,22,nan nan nan,2017,4,2018,0.0,14.0
AT&T,Samsung,Galaxy S8+,2018-06-19,2018-06-01,18,nan nan nan,2017,4,2018,0.0,27.0
AT&T,Samsung,Galaxy S8+,2018-07-16,2018-07-01,15,nan nan nan,2017,4,2018,0.0,27.0
AT&T,Samsung,Galaxy S8+,2018-08-30,2018-08-01,29,nan nan nan,2017,4,2018,0.0,45.0
AT&T,Samsung,Galaxy S8+,2018-09-25,2018-09-01,24,nan nan nan,2017,4,2018,0.0,26.0
AT&T,Samsung,Galaxy S8+,2018-10-26,2018-10-01,25,nan nan nan,2017,4,2018,0.0,31.0
AT&T,Samsung,Galaxy S8+,2018-12-05,2018-11-01,34,nan nan nan,2017,4,2018,0.0,40.0
AT&T,Samsung,Galaxy S8+,2018-12-31,2018-12-01,30,nan nan nan,2017,4,2018,0.0,26.0
AT&T,Samsung,Galaxy S8+,2019-01-28,2019-01-01,27,nan nan nan,2017,4,2019,0.0,28.0
AT&T,Samsung,Galaxy S8+,2019-03-05,2019-02-01,32,nan nan nan,2017,4,2019,0.0,36.0
AT&T,Samsung,Galaxy S8+,2019-03-28,2019-03-01,27,nan nan nan,2017,4,2019,0.0,23.0
AT&T,Samsung,Galaxy S8+,2019-05-08,2019-04-01,37,nan nan nan,2017,4,2019,0.0,41.0
AT&T,Samsung,Galaxy S9,2018-03-16,2018-03-01,15,nan nan nan,2018,3,2018,,
AT&T,Samsung,Galaxy S9+,2018-03-16,2018-03-01,15,nan nan nan,2018,3,2018,,
AT&T,ZTE,Maven,2015-12-10,2015-12-01,9,Z812H01 Z812V1.0.0B20 Z812V1.0.0B20,2015,6,2015,,
AT&T,ZTE,Maven,2016-09-30,2016-09-01,29,Z812H01 Z812V1.0.0B24 nan,2015,6,2016,8.0,295.0
AT&T,ZTE,Maven,2016-12-12,2016-11-01,41,Z812H01 Z812V1.0.0B25 nan,2015,6,2016,1.0,73.0
AT&T,ZTE,Maven,2017-03-21,2017-03-01,20,Z812H01 Z812V1.0.0B26 nan,2015,6,2017,3.0,99.0
AT&T,ZTE,Maven,2017-06-19,2017-06-01,18,Z812H01 Z812V1.0.0B27 nan,2015,6,2017,2.0,90.0
AT&T,ZTE,Maven,2018-02-21,2018-02-01,20,nan Z812V1.0.0B29File nan,2015,6,2018,7.0,247.0
AT&T,ZTE,Maven,2018-08-01,2018-05-01,92,Z812H01 Z812V1.0.0B19 Z812V1.0.0B19,2015,6,2018,2.0,161.0
AT&T,ZTE,Maven 2,2016-11-01,2016-10-01,31,Z831H01 Z831V1.0.0B19 nan,2017,7,2016,,
