CVE,Type,Severity,Updated_AOSP_versions,CVE_Classification,bulletin,Updated_Devices
CVE-2017-0683,RCE,High,"7.0, 7.1.1, 7.1.2",Media framework,2017-07-01.txt,
CVE-2017-0684,EoP,High,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2",Media framework,2017-07-01.txt,
CVE-2017-0685,DoS,High,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2",Media framework,2017-07-01.txt,
CVE-2017-0686,DoS,High,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2",Media framework,2017-07-01.txt,
CVE-2017-0688,DoS,High,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2",Media framework,2017-07-01.txt,
CVE-2017-0689,DoS,High,"5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2",Media framework,2017-07-01.txt,
CVE-2017-0690,DoS,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2",Media framework,2017-07-01.txt,
CVE-2017-0691,DoS,High,"7.0, 7.1.1, 7.1.2",Media framework,2017-07-01.txt,
CVE-2017-0692,DoS,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2",Media framework,2017-07-01.txt,
CVE-2017-0693,DoS,High,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2",Media framework,2017-07-01.txt,
CVE-2017-0694,DoS,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2",Media framework,2017-07-01.txt,
CVE-2017-0695,DoS,High,"5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2",Media framework,2017-07-01.txt,
CVE-2017-0696,DoS,High,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2",Media framework,2017-07-01.txt,
CVE-2017-0697,DoS,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2",Media framework,2017-07-01.txt,
CVE-2017-0698,ID,Moderate,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2",Media framework,2017-07-01.txt,
CVE-2017-0699,ID,Moderate,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2",Media framework,2017-07-01.txt,
CVE-2017-0700,RCE,High,"7.1.1, 7.1.2",System UI,2017-07-01.txt,
CVE-2017-0701,RCE,High,"7.1.1, 7.1.2",System UI,2017-07-01.txt,
CVE-2017-0702,RCE,High,"7.1.1, 7.1.2",System UI,2017-07-01.txt,
CVE-2017-0703,EoP,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2",System UI,2017-07-01.txt,
CVE-2017-0704,EoP,Moderate,"7.1.1, 7.1.2",System UI,2017-07-01.txt,
CVE-2018-9338,EoP,High,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1",Framework,2018-06-01.txt,
CVE-2018-9339,EoP,High,"8.0, 8.1",Framework,2018-06-01.txt,
CVE-2017-13227,ID,High,"8.0, 8.1",Framework,2018-06-01.txt,
CVE-2018-9340,ID,High,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1",Framework,2018-06-01.txt,
CVE-2018-9341,RCE,Critical,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1",Media framework,2018-06-01.txt,
CVE-2018-5146,RCE,Critical,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1",Media framework,2018-06-01.txt,
CVE-2017-13230,RCE,Critical,6.0,Media framework,2018-06-01.txt,
CVE-2018-9344,EoP,High,8.1,Media framework,2018-06-01.txt,
CVE-2018-9345,ID,High,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1",Media framework,2018-06-01.txt,
CVE-2018-9346,ID,High,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1",Media framework,2018-06-01.txt,
CVE-2018-9347,DoS,High,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1",Media framework,2018-06-01.txt,
CVE-2018-9348,DoS,High,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1",Media framework,2018-06-01.txt,
CVE-2018-9355,RCE,Critical,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1",System,2018-06-01.txt,
CVE-2018-9356,RCE,Critical,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1",System,2018-06-01.txt,
CVE-2018-9357,RCE,Critical,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1",System,2018-06-01.txt,
CVE-2018-9358,ID,High,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1",System,2018-06-01.txt,
CVE-2018-9359,ID,High,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1",System,2018-06-01.txt,
CVE-2018-9360,ID,High,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1",System,2018-06-01.txt,
CVE-2018-9361,ID,High,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1",System,2018-06-01.txt,
CVE-2018-9362,DoS,High,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1",System,2018-06-01.txt,
CVE-2019-2232,DoS,Critical,"8.0, 8.1, 9, 10",Framework,2019-12-01.txt,
CVE-2019-9464,EoP,High,10,Framework,2019-12-01.txt,
CVE-2019-2217,EoP,High,10,Framework,2019-12-01.txt,
CVE-2019-2218,EoP,High,10,Framework,2019-12-01.txt,
CVE-2019-2220,ID,High,"9, 10",Framework,2019-12-01.txt,
CVE-2019-2221,EoP,Moderate,10,Framework,2019-12-01.txt,
CVE-2019-2222,RCE,Moderate,10,Media framework,2019-12-01.txt,
CVE-2019-2222,RCE,Critical,"8.0, 8.1, 9",Media framework,2019-12-01.txt,
CVE-2019-2223,RCE,Moderate,10,Media framework,2019-12-01.txt,
CVE-2019-2223,RCE,Critical,"8.0, 8.1, 9",Media framework,2019-12-01.txt,
CVE-2019-15140,RCE,High,"8.0, 8.1, 9, 10",System,2019-12-01.txt,
CVE-2019-2225,EoP,High,"8.0, 8.1, 9, 10",System,2019-12-01.txt,
CVE-2019-2226,ID,High,"8.0, 8.1, 9, 10",System,2019-12-01.txt,
CVE-2019-2227,ID,High,"9, 10",System,2019-12-01.txt,
CVE-2019-2228,ID,High,"8.0, 8.1, 9, 10",System,2019-12-01.txt,
CVE-2019-2229,ID,High,"8.0, 8.1, 9, 10",System,2019-12-01.txt,
CVE-2019-2230,ID,High,10,System,2019-12-01.txt,
CVE-2015-6636,N/A,Critical,"5.0, 5.1.1, 6.0, 6.0.1",Remote Code Execution Vulnerability in Mediaserver,2016-01-01.txt,
CVE-2015-6636,N/A,Critical,"5.0, 5.1.1, 6.0, 6.0.1",Remote Code Execution Vulnerability in Mediaserver,2016-01-01.txt,
CVE-2015-6637,N/A,Critical,"4.4.4, 5.0, 5.1.1, 6.0, 6.0.1",Elevation of Privilege Vulnerability in misc-sd driver,2016-01-01.txt,
CVE-2015-6638,N/A,Critical,"5.0, 5.1.1, 6.0, 6.0.1",Elevation of Privilege Vulnerability in the Imagination Technologies driver,2016-01-01.txt,
CVE-2015-6639,N/A,Critical,"5.0, 5.1.1, 6.0, 6.0.1",Elevation of Privilege Vulnerabilities in Trustzone,2016-01-01.txt,
CVE-2015-6647,N/A,Critical,"5.0, 5.1.1, 6.0, 6.0.1",Elevation of Privilege Vulnerabilities in Trustzone,2016-01-01.txt,
CVE-2015-6640,N/A,Critical,"4.4.4, 5.0, 5.1.1, 6.0",Elevation of Privilege Vulnerability in Kernel,2016-01-01.txt,
CVE-2015-6641,N/A,High,"6.0, 6.0.1",Elevation of Privilege Vulnerability in Bluetooth,2016-01-01.txt,
CVE-2015-6642,N/A,High,"4.4.4, 5.0, 5.1.1, 6.0",Information Disclosure Vulnerability in Kernel,2016-01-01.txt,
CVE-2015-6643,N/A,Moderate,"5.1.1, 6.0, 6.0.1",Elevation of Privilege Vulnerability in Setup Wizard,2016-01-01.txt,
CVE-2015-5310,N/A,Moderate,"4.4.4, 5.0, 5.1.1, 6.0, 6.0.1",Elevation of Privilege Vulnerability in Wi-Fi,2016-01-01.txt,
CVE-2015-6644,N/A,Moderate,"4.4.4, 5.0, 5.1.1, 6.0, 6.0.1",Information Disclosure Vulnerability in Bouncy Castle,2016-01-01.txt,
CVE-2015-6645,N/A,Moderate,"4.4.4, 5.0, 5.1.1, 6.0",Denial of Service Vulnerability in SyncManager,2016-01-01.txt,
CVE-2015-6646,N/A,Moderate,6.0,Attack Surface Reduction for Nexus Kernels,2016-01-01.txt,
CVE-2016-0815,N/A,Critical,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Remote Code Execution Vulnerability in Mediaserver,2016-03-01.txt,
CVE-2016-0816,N/A,Critical,"6.0, 6.0.1",Remote Code Execution Vulnerability in Mediaserver,2016-03-01.txt,
CVE-2016-1621,N/A,Critical,"4.4.4, 5.0.2, 5.1.1, 6.0",Remote Code Execution Vulnerabilities in libvpx,2016-03-01.txt,
CVE-2016-0818,N/A,Critical,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Elevation of Privilege in Conscrypt,2016-03-01.txt,
CVE-2016-0819,N/A,Critical,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Elevation of Privilege Vulnerability in the Qualcomm Performance Component,2016-03-01.txt,
CVE-2016-0820,N/A,Critical,6.0.1,Elevation of Privilege Vulnerability in MediaTek Wi-Fi Kernel Driver,2016-03-01.txt,
CVE-2016-0728,N/A,Critical,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1 ",Elevation of Privilege Vulnerability in Kernel Keyring Component,2016-03-01.txt,
CVE-2016-0821,N/A,High,6.0.1,Mitigation Bypass Vulnerability in the Kernel,2016-03-01.txt,
CVE-2016-0822,N/A,High,6.0.1,Elevation of Privilege in MediaTek Connectivity Kernel Driver,2016-03-01.txt,
CVE-2016-0823,N/A,High,6.0.1,Information Disclosure Vulnerability in Kernel,2016-03-01.txt,
CVE-2016-0824,N/A,High,"6.0, 6.0.1",Information Disclosure Vulnerability in libstagefright,2016-03-01.txt,
CVE-2016-0825,N/A,High,6.0.1,Information Disclosure Vulnerability in Widevine,2016-03-01.txt,
CVE-2016-0826,N/A,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Elevation of Privilege Vulnerability in Mediaserver ,2016-03-01.txt,
CVE-2016-0827,N/A,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Elevation of Privilege Vulnerability in Mediaserver ,2016-03-01.txt,
CVE-2016-0828,N/A,High,"5.0.2, 5.1.1, 6.0, 6.0.1",Information Disclosure Vulnerability in Mediaserver ,2016-03-01.txt,
CVE-2016-0829,N/A,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Information Disclosure Vulnerability in Mediaserver ,2016-03-01.txt,
CVE-2016-0830,N/A,High,"6.0, 6.0.1",Remote Denial of Service Vulnerability in Bluetooth,2016-03-01.txt,
CVE-2016-0831,N/A,Moderate,"5.0.2, 5.1.1, 6.0, 6.0.1",Information Disclosure Vulnerability in Telephony,2016-03-01.txt,
CVE-2016-0832,N/A,Moderate,"5.1.1, 6.0, 6.0.1",Elevation of Privilege Vulnerability in Setup Wizard,2016-03-01.txt,
CVE-2019-1986,RCE,Critical,9,Framework,2019-02-01.txt,
CVE-2019-1987,RCE,Critical,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",Framework,2019-02-01.txt,
CVE-2019-1988,RCE,Critical,"8.0, 8.1, 9",Framework,2019-02-01.txt,
CVE-2017-17760,RCE,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",Library,2019-02-01.txt,
CVE-2018-5268,RCE,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",Library,2019-02-01.txt,
CVE-2018-5269,RCE,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",Library,2019-02-01.txt,
CVE-2017-18009,ID,Moderate,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",Library,2019-02-01.txt,
CVE-2019-1991,RCE,Critical,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",System,2019-02-01.txt,
CVE-2019-1992,RCE,Critical,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",System,2019-02-01.txt,
CVE-2019-1993,EoP,High,"8.0, 8.1, 9",System,2019-02-01.txt,
CVE-2019-1994,EoP,High,"8.0, 8.1, 9",System,2019-02-01.txt,
CVE-2019-1995,ID,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",System,2019-02-01.txt,
CVE-2019-1996,ID,High,"8.0, 8.1, 9",System,2019-02-01.txt,
CVE-2019-1997,ID,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",System,2019-02-01.txt,
CVE-2019-1998,DoS,High,9,System,2019-02-01.txt,
CVE-2019-2173,EoP,High,"7.1.1, 7.1.2, 8.0, 8.1, 9",Framework,2019-10-01.txt,
CVE-2019-2184,RCE,Critical,"7.1.1, 7.1.2, 8.0, 8.1, 9",Media framework,2019-10-01.txt,
CVE-2019-2185,RCE,Moderate,10,Media framework,2019-10-01.txt,
CVE-2019-2185,RCE,Critical,"7.1.1, 7.1.2, 8.0, 8.1, 9",Media framework,2019-10-01.txt,
CVE-2019-2186 ,RCE,Moderate,10,Media framework,2019-10-01.txt,
CVE-2019-2186 ,RCE,Critical,"7.1.1, 7.1.2, 8.0, 8.1, 9",Media framework,2019-10-01.txt,
CVE-2019-2110,ID,High,9,Media framework,2019-10-01.txt,
CVE-2019-2114,EoP,High,"8.0, 8.1, 9",System,2019-10-01.txt,
CVE-2019-2187,ID,High,"7.1.1, 7.1.2, 8.0, 8.1, 9, 10",System,2019-10-01.txt,
CVE-2015-1538,N/A,Critical,5.1 and below,Integer overflows during MP4 atom processing,2015-08-01.txt,
CVE-2015-1539,N/A,Critical,5.1 and below,An integer underflow in ESDS processing,2015-08-01.txt,
CVE-2015-3824,N/A,Critical,5.1 and below,Integer overflow in libstagefright when parsing the MPEG4 tx3g atom,2015-08-01.txt,
CVE-2015-3827,N/A,Critical,5.1 and below,Integer underflow in libstagefright when processing MPEG4 covr atoms,2015-08-01.txt,
CVE-2015-3828,N/A,Critical,N/A,Integer underflow in libstagefright if size is below 6 while processing 3GPP metadata,2015-08-01.txt,
CVE-2015-3829,N/A,Critical,N/A,Integer overflow in libstagefright processing MPEG4 covr atoms when chunk_data_size is SIZE_MAX,2015-08-01.txt,
CVE-2015-3836,N/A,Critical,5.1 and below,Buffer overflow in Sonivox Parse_wave,2015-08-01.txt,
CVE-2015-3832,N/A,Critical,5.1 and below,Buffer overflows in libstagefright MPEG4Extractor.cpp,2015-08-01.txt,
CVE-2015-3831,N/A,High,5.0 and 5.1,Buffer overflow in mediaserver BpMediaHTTPConnection,2015-08-01.txt,
CVE-2015-0973,N/A,High,5.1 and below,Vulnerability in libpng: Overflow in png_Read_IDAT_data,2015-08-01.txt,
CVE-2015-1863,N/A,High,5.1 and below,Remotely exploitable memcpy() overflow in p2p_add_device() in wpa_supplicant,2015-08-01.txt,
CVE-2015-3837,N/A,High,5.1 and below,Memory Corruption in OpenSSLX509Certificate Deserialization,2015-08-01.txt,
CVE-2015-3834,N/A,High,5.1 and below,Buffer overflow in mediaserver BnHDCP,2015-08-01.txt,
CVE-2015-3835,N/A,High,5.1 and below,Buffer overflow in libstagefright OMXNodeInstance::emptyBuffer,2015-08-01.txt,
CVE-2015-3842,N/A,High,5.1 and below,Heap overflow in mediaserver AudioPolicyManager::getInputForAttr(),2015-08-01.txt,
CVE-2015-3843,N/A,High,5.1 and below,Applications can intercept or emulate SIM commands to Telephony,2015-08-01.txt,
CVE-2015-1536,N/A,Moderate,5.1 and below,Vulnerability in Bitmap unmarshalling,2015-08-01.txt,
CVE-2015-1541 ,N/A,Moderate,5.1 ,AppWidgetServiceImpl can create IntentSender with system privileges,2015-08-01.txt,
CVE-2015-3833 ,N/A,Moderate,5.0 and 5.1 ,Mitigation bypass of restrictions on getRecentTasks(),2015-08-01.txt,
CVE-2015-3844 ,N/A,Moderate,5.1 and below,ActivityManagerService.getProcessRecordLocked() may load a system UID application into the wrong process,2015-08-01.txt,
CVE-2015-3826,N/A,Low,5.0 and 5.1,Unbounded buffer read in libstagefright while parsing 3GPP metadata,2015-08-01.txt,
CVE-2017-0752,EoP,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2",Framework,2017-09-01.txt,
CVE-2017-0753,RCE,High,"7.1.1, 7.1.2, 8.0",Libraries,2017-09-01.txt,
CVE-2017-6983,RCE,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0",Libraries,2017-09-01.txt,
CVE-2017-0755,EoP,High,"5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0",Libraries,2017-09-01.txt,
CVE-2017-0756,RCE,Critical,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2",Media Framework,2017-09-01.txt,
CVE-2017-0757,RCE,Critical,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2",Media Framework,2017-09-01.txt,
CVE-2017-0758,RCE,Critical,"5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2",Media Framework,2017-09-01.txt,
CVE-2017-0759,RCE,Critical,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2",Media Framework,2017-09-01.txt,
CVE-2017-0760,RCE,Critical,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2",Media Framework,2017-09-01.txt,
CVE-2017-0761,RCE,Critical,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0",Media Framework,2017-09-01.txt,
CVE-2017-0762,RCE,Critical,"5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2",Media Framework,2017-09-01.txt,
CVE-2017-0763,RCE,Critical,"5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0",Media Framework,2017-09-01.txt,
CVE-2017-0764,RCE,Critical,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0",Media Framework,2017-09-01.txt,
CVE-2017-0765,RCE,Critical,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0",Media Framework,2017-09-01.txt,
CVE-2017-0766,RCE,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2",Media Framework,2017-09-01.txt,
CVE-2017-0767,EoP,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2",Media Framework,2017-09-01.txt,
CVE-2017-0768,EoP,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0",Media Framework,2017-09-01.txt,
CVE-2017-0769,EoP,High,"7.0, 7.1.1, 7.1.2, 8.0",Media Framework,2017-09-01.txt,
CVE-2017-0770,EoP,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0",Media Framework,2017-09-01.txt,
CVE-2017-0771,DoS,High,"7.0, 7.1.1, 7.1.2",Media Framework,2017-09-01.txt,
CVE-2017-0772,DoS,High,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0",Media Framework,2017-09-01.txt,
CVE-2017-0773,DoS,High,"5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0",Media Framework,2017-09-01.txt,
CVE-2017-0774,DoS,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2",Media Framework,2017-09-01.txt,
CVE-2017-0775,DoS,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0",Media Framework,2017-09-01.txt,
CVE-2017-0776,ID,Moderate,"7.0, 7.1.1, 7.1.2, 8.0",Media Framework,2017-09-01.txt,
CVE-2017-0776,DoS,High,6.0.1,Media Framework,2017-09-01.txt,
CVE-2017-0777,ID,Moderate,"7.0, 7.1.1, 7.1.2",Media Framework,2017-09-01.txt,
CVE-2017-0777,DoS,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Media Framework,2017-09-01.txt,
CVE-2017-0778,ID,Moderate,"7.0, 7.1.1, 7.1.2",Media Framework,2017-09-01.txt,
CVE-2017-0778,DoS,High,"5.0.2, 5.1.1, 6.0, 6.0.1",Media Framework,2017-09-01.txt,
CVE-2017-0779,ID,Moderate,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2",Media Framework,2017-09-01.txt,
CVE-2017-0780,DoS,High,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0",Runtime,2017-09-01.txt,
CVE-2017-0781,RCE,Critical,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0",System,2017-09-01.txt,
CVE-2017-0782,RCE,Critical,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0",System,2017-09-01.txt,
CVE-2017-0783,ID,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0",System,2017-09-01.txt,
CVE-2017-0784,EoP,Moderate,"5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2",System,2017-09-01.txt,
CVE-2017-0785,ID,Moderate,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0",System,2017-09-01.txt,
CVE-2018-9445,EoP,High,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1",Framework,2018-08-01.txt,
CVE-2018-9438,DoS,High,8.1,Framework,2018-08-01.txt,
CVE-2018-9458,EoP,High,"8.0, 8.1",Framework,2018-08-01.txt,
CVE-2018-9451,ID,High,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1",Framework,2018-08-01.txt,
CVE-2018-9427,RCE,Critical,"8.0, 8.1",Media framework,2018-08-01.txt,
CVE-2018-9444,DoS,High,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2",Media framework,2018-08-01.txt,
CVE-2018-9437,DoS,High,"6.0, 6.0.1",Media framework,2018-08-01.txt,
CVE-2018-9446,RCE,Critical,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1",System,2018-08-01.txt,
CVE-2018-9450,RCE,Critical,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1",System,2018-08-01.txt,
CVE-2018-9459,EoP,High,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1",System,2018-08-01.txt,
CVE-2018-9455,DoS,High,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1",System,2018-08-01.txt,
CVE-2018-9436,ID,High,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1",System,2018-08-01.txt,
CVE-2018-9454,ID,High,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1",System,2018-08-01.txt,
CVE-2018-9448,ID,High,"8.0, 8.1",System,2018-08-01.txt,
CVE-2018-9453,ID,High,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1",System,2018-08-01.txt,
CVE-2017-13274,EoP,High,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1",Android runtime,2018-04-01.txt,
CVE-2017-13275,ID,High,"8.0, 8.1",Framework,2018-04-01.txt,
CVE-2017-13276,RCE,Critical,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1",Media framework,2018-04-01.txt,
CVE-2017-13277,RCE,Critical,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1",Media framework,2018-04-01.txt,
CVE-2017-13278,EoP,High,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1",Media framework,2018-04-01.txt,
CVE-2017-13279,DoS,High,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1",Media framework,2018-04-01.txt,
CVE-2017-13280,DoS,High,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1",Media framework,2018-04-01.txt,
CVE-2017-13281,RCE,Critical,"8.0, 8.1",System,2018-04-01.txt,
CVE-2017-13282,RCE,Critical,"7.0, 7.1.1, 7.1.2, 8.0, 8.1",System,2018-04-01.txt,
CVE-2017-13283,RCE,Critical,"7.0, 7.1.1, 7.1.2, 8.0, 8.1",System,2018-04-01.txt,
CVE-2017-13267,RCE,Critical,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1",System,2018-04-01.txt,
CVE-2017-13284,EoP,Critical,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1",System,2018-04-01.txt,
CVE-2017-13285,RCE,High,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1",System,2018-04-01.txt,
CVE-2017-13286,EoP,High,"8.0, 8.1",System,2018-04-01.txt,
CVE-2017-13287,EoP,High,"6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1",System,2018-04-01.txt,
CVE-2017-13288,EoP,High,"8.0, 8.1",System,2018-04-01.txt,
CVE-2017-13289,EoP,High,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1",System,2018-04-01.txt,
CVE-2017-13290,ID,High,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1",System,2018-04-01.txt,
CVE-2017-13291,DoS,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1",System,2018-04-01.txt,
CVE-2016-2463,,Critical,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Remote Code Execution Vulnerability in Mediaserver,2016-06-01.txt,All Nexus
CVE-2016-2464,,Critical,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Remote Code Execution Vulnerabilities in libwebm,2016-06-01.txt,All Nexus
CVE-2016-2476,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Elevation of Privilege Vulnerability in Mediaserver,2016-06-01.txt,All Nexus
CVE-2016-2477,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Elevation of Privilege Vulnerability in Mediaserver,2016-06-01.txt,All Nexus
CVE-2016-2478,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Elevation of Privilege Vulnerability in Mediaserver,2016-06-01.txt,All Nexus
CVE-2016-2479,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Elevation of Privilege Vulnerability in Mediaserver,2016-06-01.txt,All Nexus
CVE-2016-2480,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Elevation of Privilege Vulnerability in Mediaserver,2016-06-01.txt,All Nexus
CVE-2016-2481,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Elevation of Privilege Vulnerability in Mediaserver,2016-06-01.txt,All Nexus
CVE-2016-2482,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Elevation of Privilege Vulnerability in Mediaserver,2016-06-01.txt,All Nexus
